group_id,state,group_type,num_members,group_age_months,avg_member_age,literacy_rate_pct,avg_monthly_saving_per_member,total_savings_balance,savings_regularity_pct,meeting_attendance_pct,bank_linkage_duration_months,sb_account_active,num_previous_loans,previous_loan_repayment_ontime_pct,num_defaulters_in_group,current_outstanding_loan_amount,purpose_of_loan,requested_loan_amount,group_cohesion_score,internal_lending_active,eligible_for_loan
SHG20156,Telangana,Women SHG,17,14,42.1,27.2,88.52,1324.06,88.9,40.0,9,Yes,1,79.1,1,4043.96,Small Business,42000.0,6.2,Yes,1
SHG20157,Karnataka,Women SHG,14,55,32.1,43.2,45.92,1865.64,78.3,74.5,38,Yes,2,71.1,0,22030.78,Emergency/Consumption,53300.0,7.4,Yes,1
SHG20158,Tamil Nadu,Women SHG,17,73,32.3,91.8,126.1,9540.43,84.3,89.3,67,Yes,1,95.2,2,10608.97,Livestock,6800.0,7.7,Yes,1
SHG20159,Karnataka,Women SHG,18,10,47.6,99.6,72.33,775.32,58.0,69.9,9,Yes,0,,0,0.0,Livestock,52500.0,9.5,No,0
SHG20160,West Bengal,Women SHG,15,10,61.6,69.0,139.24,1316.97,88.7,78.0,8,Yes,0,,0,0.0,Home Improvement,85000.0,8.9,Yes,1
SHG20161,Telangana,Mixed SHG,18,31,41.7,74.2,55.43,1731.51,93.1,82.8,28,Yes,1,77.9,0,7606.38,Emergency/Consumption,64800.0,6.1,No,1
SHG20162,West Bengal,Women SHG,11,54,37.9,25.3,143.23,6888.55,42.5,44.4,50,Yes,2,89.1,0,39750.0,Livestock,21400.0,9.9,Yes,0
SHG20163,Bihar,Women SHG,12,34,29.1,64.7,51.07,1157.66,71.6,87.1,28,Yes,0,,0,0.0,Home Improvement,41200.0,7.8,Yes,1
SHG20164,Karnataka,Women SHG,10,16,52.1,68.4,74.61,714.14,37.7,88.0,14,Yes,1,47.3,0,32041.74,Emergency/Consumption,48700.0,8.6,No,0
SHG20165,Kerala,Women SHG,15,34,36.9,53.6,20.0,670.15,69.9,74.9,21,Yes,1,65.9,0,18749.28,Home Improvement,33300.0,6.8,Yes,0
SHG20166,Odisha,Mixed SHG,13,24,48.1,63.5,165.23,3277.12,96.6,69.4,21,Yes,1,81.6,0,13398.35,Agriculture,44500.0,7.4,No,0
SHG20167,Karnataka,Mixed SHG,15,18,43.0,46.6,98.53,1798.92,73.2,83.5,16,Yes,4,81.7,0,23679.38,Small Business,7300.0,6.3,Yes,1
SHG20168,Maharashtra,Women SHG,19,60,45.1,66.9,279.4,20926.58,80.0,96.7,46,No,0,,0,0.0,Agriculture,17700.0,6.4,Yes,1
SHG20169,Andhra Pradesh,Farmer Producer Group,11,68,28.9,64.1,255.19,12845.02,82.2,62.6,45,No,2,87.6,2,9423.02,Small Business,34200.0,5.6,No,1
SHG20170,Karnataka,Mixed SHG,12,15,42.3,44.3,61.62,848.84,55.5,79.0,11,Yes,2,46.0,0,8561.04,Emergency/Consumption,44300.0,7.2,Yes,0
SHG20171,Telangana,Farmer Producer Group,18,67,30.9,60.2,40.5,3605.46,65.0,61.5,37,Yes,0,,0,0.0,Small Business,26900.0,7.7,No,1
SHG20172,Bihar,Women SHG,12,68,50.0,78.5,191.91,10225.71,84.2,94.1,45,Yes,0,,0,0.0,Livestock,19500.0,7.9,Yes,1
SHG20173,Odisha,Mixed SHG,13,22,35.7,59.0,72.19,1076.82,81.4,81.2,12,No,0,,0,0.0,Agriculture,24100.0,8.4,No,0
SHG20174,Tamil Nadu,Women SHG,13,18,40.9,71.6,220.92,3486.92,63.6,67.8,16,Yes,3,65.3,0,36135.97,Small Business,45400.0,5.6,Yes,1
SHG20175,Uttar Pradesh,Women SHG,11,25,39.8,65.3,160.01,2451.54,78.0,68.6,18,Yes,1,56.9,1,1988.74,Agriculture,36800.0,6.0,Yes,1
SHG20176,West Bengal,Mixed SHG,12,97,39.3,31.4,93.43,5507.64,61.7,42.9,73,Yes,1,72.7,1,7011.34,Livestock,10600.0,8.0,Yes,1
SHG20177,Uttar Pradesh,Farmer Producer Group,8,37,44.3,41.4,93.6,1926.07,87.0,83.5,34,Yes,2,78.2,0,3791.9,Small Business,23400.0,9.3,Yes,1
SHG20178,Odisha,Women SHG,11,21,57.0,52.7,290.56,5251.19,71.2,88.5,18,No,3,52.2,1,20253.31,Emergency/Consumption,10500.0,7.3,No,1
SHG20179,Tamil Nadu,Women SHG,15,27,44.8,58.4,138.75,2909.14,55.7,56.9,23,Yes,0,,0,0.0,Small Business,49900.0,8.3,Yes,1
SHG20180,Tamil Nadu,Women SHG,15,24,44.6,48.1,218.92,4255.59,61.3,92.1,17,Yes,1,84.8,0,7992.93,Emergency/Consumption,18900.0,3.6,Yes,1
SHG20181,Tamil Nadu,Women SHG,11,30,25.0,64.4,355.91,7144.03,85.3,88.7,27,No,1,65.4,0,17388.26,Agriculture,23300.0,8.0,Yes,1
SHG20182,Kerala,Women SHG,15,17,34.0,90.7,96.76,1292.6,77.8,95.1,12,Yes,2,92.1,0,1569.63,Small Business,20500.0,5.1,Yes,1
SHG20183,Maharashtra,Women SHG,14,9,35.9,83.2,23.15,242.55,76.2,79.3,8,Yes,1,70.1,1,5150.46,Small Business,13200.0,6.1,Yes,1
SHG20184,Tamil Nadu,Women SHG,14,11,33.7,64.0,109.31,1068.4,83.9,92.6,6,Yes,2,77.6,1,19126.74,Home Improvement,40900.0,7.1,Yes,1
SHG20185,Kerala,Farmer Producer Group,15,88,25.6,46.1,31.76,2192.13,72.7,86.9,44,Yes,2,55.1,0,8990.08,Livestock,5000.0,7.1,Yes,1
SHG20186,Kerala,Women SHG,14,9,33.6,39.4,98.62,987.71,95.5,69.3,6,Yes,0,,0,0.0,Agriculture,78900.0,7.0,Yes,1
SHG20187,Telangana,Women SHG,15,50,31.5,66.8,82.78,4296.09,42.7,83.1,28,Yes,1,60.3,2,15718.48,Agriculture,49500.0,5.3,Yes,1
SHG20188,Maharashtra,Farmer Producer Group,14,27,37.4,58.2,134.55,3495.12,31.2,97.3,19,Yes,1,61.2,0,24664.1,Emergency/Consumption,20400.0,6.9,Yes,1
SHG20189,Karnataka,Women SHG,15,87,35.5,56.3,69.75,6658.58,82.6,88.5,77,Yes,3,46.6,0,8339.19,Emergency/Consumption,23000.0,7.8,No,1
SHG20190,Telangana,Women SHG,11,29,47.6,76.3,20.0,528.5,67.3,72.8,18,Yes,1,96.7,0,32648.69,Emergency/Consumption,35100.0,5.4,No,1
SHG20191,Uttar Pradesh,Women SHG,12,32,38.0,72.2,74.13,1871.48,71.8,86.6,24,Yes,1,85.5,1,7818.85,Small Business,23200.0,6.5,Yes,1
SHG20192,Bihar,Women SHG,12,38,38.3,30.3,25.18,600.03,64.1,88.7,21,Yes,3,88.4,0,24230.28,Small Business,34100.0,8.2,Yes,1
SHG20193,West Bengal,Women SHG,15,6,44.8,100.0,87.89,414.92,83.6,87.8,4,Yes,0,,0,0.0,Small Business,53700.0,8.2,No,0
SHG20194,Telangana,Women SHG,8,23,30.0,46.1,155.37,2254.48,64.0,79.0,20,Yes,1,82.1,0,36759.49,Home Improvement,31800.0,7.9,Yes,1
SHG20195,Tamil Nadu,Mixed SHG,15,34,34.3,28.5,143.94,4189.52,76.6,83.2,22,Yes,0,,0,0.0,Agriculture,33700.0,7.0,Yes,0
SHG20196,Odisha,Women SHG,11,28,41.1,67.7,79.47,1235.26,63.5,91.6,16,Yes,0,,0,0.0,Small Business,11300.0,4.1,No,1
SHG20197,Bihar,Women SHG,13,31,20.0,72.4,20.0,436.16,70.5,95.9,27,Yes,2,96.0,0,11396.98,Livestock,29600.0,8.0,No,1
SHG20198,West Bengal,Women SHG,12,9,34.3,40.2,126.72,985.49,61.8,68.2,8,Yes,2,84.6,1,12213.99,Home Improvement,37100.0,7.2,No,0
SHG20199,Odisha,Women SHG,8,62,26.5,54.6,103.0,3358.22,74.7,87.8,50,Yes,0,,0,0.0,Small Business,38700.0,7.2,Yes,1
SHG20200,Andhra Pradesh,Farmer Producer Group,18,30,58.2,49.9,61.36,2748.69,78.8,66.3,24,Yes,1,76.5,0,29346.82,Home Improvement,20700.0,6.5,No,1
SHG20201,Andhra Pradesh,Women SHG,15,70,31.8,50.4,342.64,21321.99,78.9,61.3,59,Yes,2,76.9,0,3526.09,Livestock,11700.0,10.0,Yes,1
SHG20202,West Bengal,Women SHG,14,36,42.4,56.6,35.84,1113.98,64.5,72.3,33,Yes,1,81.9,0,1011.55,Agriculture,13300.0,7.8,Yes,1
SHG20203,Telangana,Mixed SHG,12,48,20.0,57.1,37.87,1295.63,49.1,72.1,29,Yes,1,71.2,0,12646.26,Education,16600.0,6.1,Yes,0
SHG20204,Kerala,Women SHG,13,71,20.0,84.4,283.64,14052.28,69.6,51.4,63,Yes,2,72.1,0,15371.37,Emergency/Consumption,42700.0,6.0,No,1
SHG20205,Karnataka,Women SHG,11,74,36.1,66.0,134.29,5690.39,71.1,83.7,65,No,0,,0,0.0,Livestock,25700.0,8.1,Yes,1
SHG20206,Telangana,Women SHG,16,13,28.3,46.7,129.59,1679.86,83.6,96.0,11,Yes,2,92.3,0,8309.79,Education,37300.0,5.9,No,1
SHG20207,Andhra Pradesh,Women SHG,8,48,37.0,63.3,197.58,4683.03,77.6,70.6,41,Yes,1,54.4,0,5319.77,Home Improvement,16500.0,6.1,Yes,0
SHG20208,Bihar,Mixed SHG,13,14,31.4,42.1,116.89,1395.75,45.8,65.7,10,Yes,3,62.3,0,13599.13,Livestock,21900.0,7.3,Yes,1
SHG20209,Tamil Nadu,Women SHG,12,32,25.6,85.1,103.31,3060.25,67.0,95.2,20,No,3,85.8,1,10524.33,Small Business,12000.0,6.3,No,1
SHG20210,Karnataka,Women SHG,14,10,37.0,27.0,20.0,216.5,74.1,82.1,5,Yes,1,55.6,0,8685.97,Small Business,74300.0,6.5,Yes,0
SHG20211,Karnataka,Women SHG,9,6,40.1,25.4,182.72,627.2,86.3,81.5,4,Yes,0,,0,0.0,Livestock,7500.0,6.6,Yes,0
SHG20212,Odisha,Women SHG,15,42,47.8,90.2,93.54,4696.92,89.7,62.9,24,Yes,0,,0,0.0,Small Business,6800.0,7.4,Yes,1
SHG20213,Telangana,Women SHG,13,57,47.3,38.0,90.51,5012.42,91.2,62.4,35,Yes,0,,0,0.0,Agriculture,33300.0,7.5,No,0
SHG20214,Bihar,Farmer Producer Group,9,69,36.4,57.4,255.43,11529.92,83.5,56.9,60,Yes,1,97.7,0,9376.19,Livestock,33200.0,6.1,Yes,1
SHG20215,Maharashtra,Women SHG,10,10,54.2,37.6,20.0,101.2,73.1,86.0,7,Yes,0,,0,0.0,Agriculture,5700.0,4.0,Yes,0
SHG20216,Karnataka,Women SHG,15,40,29.8,52.5,112.08,5012.39,63.0,58.7,31,Yes,2,71.9,0,17607.56,Agriculture,34400.0,6.9,No,1
SHG20217,Maharashtra,Farmer Producer Group,11,39,32.0,61.6,63.18,1797.27,92.1,70.0,27,Yes,0,,0,0.0,Home Improvement,35600.0,8.1,Yes,1
SHG20218,Maharashtra,Women SHG,14,29,39.7,66.4,36.48,800.31,73.5,76.6,18,Yes,0,,0,0.0,Emergency/Consumption,14200.0,6.5,No,0
SHG20219,Tamil Nadu,Mixed SHG,14,12,36.2,75.5,90.85,958.06,88.6,87.7,9,Yes,0,,0,0.0,Livestock,40500.0,6.3,Yes,1
SHG20220,Odisha,Women SHG,8,51,41.8,41.0,111.04,2961.68,41.4,84.3,41,Yes,4,65.8,0,8583.61,Agriculture,72300.0,4.9,No,0
SHG20221,Maharashtra,Women SHG,15,41,25.7,70.4,107.8,5283.52,47.5,59.4,36,Yes,3,96.1,1,14333.85,Emergency/Consumption,5300.0,5.4,Yes,1
SHG20222,Karnataka,Mixed SHG,13,7,36.5,73.2,67.85,422.66,67.5,45.1,7,Yes,2,72.1,0,47131.75,Education,58400.0,6.6,Yes,0
SHG20223,Maharashtra,Farmer Producer Group,15,17,62.1,72.5,88.52,1798.94,36.7,66.1,12,Yes,1,66.8,0,17439.58,Agriculture,33700.0,4.6,No,0
SHG20224,Tamil Nadu,Women SHG,19,42,39.4,62.8,615.02,32219.76,91.2,94.4,39,Yes,2,53.6,0,457.43,Livestock,16500.0,7.7,Yes,1
SHG20225,Tamil Nadu,Women SHG,12,24,52.8,10.0,201.1,4397.31,46.2,82.1,15,Yes,1,49.9,0,6280.55,Agriculture,25500.0,6.0,Yes,1
SHG20226,Andhra Pradesh,Women SHG,12,40,42.3,62.9,370.79,10904.7,59.0,42.4,37,Yes,0,,0,0.0,Small Business,34700.0,7.3,Yes,1
SHG20227,Telangana,Women SHG,8,32,35.8,47.4,67.12,1087.09,74.6,70.5,16,Yes,2,84.3,0,17125.93,Small Business,40500.0,4.7,Yes,1
SHG20228,West Bengal,Mixed SHG,16,41,56.1,52.5,129.12,5040.77,77.4,95.8,30,Yes,0,,0,0.0,Emergency/Consumption,29900.0,7.0,Yes,1
SHG20229,Telangana,Women SHG,13,24,45.5,57.9,26.43,559.42,74.9,92.5,18,Yes,1,69.8,0,7128.64,Agriculture,33600.0,5.5,Yes,1
SHG20230,Andhra Pradesh,Mixed SHG,13,16,45.9,63.3,144.18,2471.58,84.0,80.3,11,Yes,1,89.8,0,19664.11,Small Business,13800.0,5.5,No,1
SHG20231,Uttar Pradesh,Farmer Producer Group,10,4,22.3,89.9,31.09,100.07,40.5,87.8,3,Yes,0,,0,0.0,Small Business,39100.0,6.4,Yes,0
SHG20232,Tamil Nadu,Women SHG,18,66,41.1,53.3,60.51,3618.73,90.1,66.7,61,Yes,2,73.2,0,1968.32,Livestock,16800.0,8.6,Yes,1
SHG20233,West Bengal,Women SHG,12,51,39.7,35.2,73.81,3387.33,71.4,86.1,47,Yes,0,,0,0.0,Small Business,23000.0,5.8,No,1
SHG20234,West Bengal,Women SHG,14,3,28.2,71.0,141.89,311.48,43.2,60.5,3,No,0,,0,0.0,Home Improvement,5000.0,6.6,No,0
SHG20235,Telangana,Women SHG,14,53,31.6,80.3,334.79,17515.44,82.4,65.0,50,Yes,2,70.4,0,14445.17,Agriculture,20600.0,5.6,No,1
SHG20236,Uttar Pradesh,Mixed SHG,10,48,35.0,86.8,215.59,6742.19,88.3,88.3,39,Yes,0,,0,0.0,Agriculture,33500.0,8.4,No,1
SHG20237,Telangana,Women SHG,12,15,51.6,64.5,93.1,1240.21,90.6,86.0,13,Yes,1,85.8,1,20458.34,Small Business,59000.0,6.9,Yes,0
SHG20238,Uttar Pradesh,Women SHG,8,28,38.2,47.8,67.49,991.5,43.0,69.9,16,Yes,0,,0,0.0,Home Improvement,25400.0,7.4,No,1
SHG20239,Tamil Nadu,Women SHG,15,34,34.6,25.8,71.96,3004.64,75.8,97.7,22,No,0,,0,0.0,Home Improvement,35700.0,5.3,No,0
SHG20240,Bihar,Women SHG,13,34,39.8,55.0,191.9,4515.8,75.0,85.7,22,No,1,55.0,1,10786.63,Livestock,15600.0,7.6,No,1
SHG20241,Tamil Nadu,Women SHG,12,38,47.8,76.9,73.86,2187.88,49.5,49.3,29,No,1,83.4,0,18745.04,Emergency/Consumption,15500.0,8.8,Yes,0
SHG20242,Maharashtra,Mixed SHG,16,23,21.8,47.3,52.91,1537.06,68.6,58.7,21,Yes,1,60.9,0,14983.77,Agriculture,14600.0,6.9,Yes,1
SHG20243,Kerala,Women SHG,15,60,44.6,45.1,234.05,10634.19,68.0,93.9,52,Yes,1,42.2,0,4985.18,Small Business,45000.0,8.4,Yes,1
SHG20244,Karnataka,Women SHG,10,24,37.2,86.2,157.24,2814.45,51.3,71.7,13,Yes,1,69.1,0,4782.2,Agriculture,16000.0,6.4,Yes,1
SHG20245,Karnataka,Women SHG,16,22,34.4,50.2,93.9,2741.34,43.8,66.5,11,Yes,0,,0,0.0,Education,12300.0,8.0,Yes,0
SHG20246,Uttar Pradesh,Women SHG,15,15,34.1,61.6,211.21,2448.48,48.5,43.8,8,Yes,0,,0,0.0,Emergency/Consumption,28500.0,7.1,No,0
SHG20247,Odisha,Women SHG,17,61,41.0,22.4,144.63,11247.94,53.8,68.0,57,Yes,1,88.5,1,10767.2,Livestock,24500.0,8.6,Yes,1
SHG20248,Bihar,Women SHG,15,42,48.0,92.8,173.63,6770.86,90.5,89.4,38,Yes,1,85.8,1,9913.68,Livestock,5900.0,6.2,Yes,1
SHG20249,Andhra Pradesh,Farmer Producer Group,14,16,39.9,82.7,122.88,2140.2,50.0,56.0,14,Yes,2,80.3,1,20828.92,Agriculture,84300.0,4.9,Yes,1
SHG20250,Bihar,Women SHG,17,47,48.2,88.9,43.52,2402.65,82.2,88.8,28,Yes,2,40.1,0,20843.85,Agriculture,24600.0,5.8,Yes,1
SHG20251,Bihar,Women SHG,11,27,39.1,28.0,223.36,3784.97,86.5,49.0,17,Yes,0,,0,0.0,Livestock,14500.0,5.7,Yes,1
SHG20252,Telangana,Women SHG,16,49,54.4,54.1,197.98,8172.32,96.2,68.1,34,Yes,1,92.0,0,11773.43,Small Business,53300.0,5.9,Yes,1
SHG20253,Bihar,Women SHG,8,59,37.5,42.4,197.62,5268.11,72.8,54.0,53,Yes,2,89.3,0,10199.21,Agriculture,19100.0,8.9,Yes,1
SHG20254,Karnataka,Women SHG,15,60,30.8,78.6,98.12,4844.62,66.7,61.5,43,Yes,0,,0,0.0,Small Business,37000.0,7.8,Yes,1
SHG20255,Andhra Pradesh,Women SHG,20,22,45.5,51.4,120.84,3085.69,65.8,79.9,15,Yes,2,48.5,1,31421.26,Small Business,26400.0,8.2,Yes,1
SHG20256,Karnataka,Farmer Producer Group,12,60,51.6,51.7,523.52,28939.07,65.7,81.3,39,Yes,1,84.9,2,27303.55,Home Improvement,18700.0,5.3,No,1
SHG20257,Odisha,Farmer Producer Group,14,17,49.2,49.9,157.22,2057.92,58.9,71.4,15,No,1,63.5,1,12367.79,Agriculture,31800.0,7.7,No,0
SHG20258,Odisha,Women SHG,13,22,37.7,15.7,311.64,5049.9,68.2,89.9,12,No,1,79.6,0,13112.69,Small Business,5400.0,5.5,Yes,1
SHG20259,Maharashtra,Farmer Producer Group,14,60,47.9,64.5,31.58,1999.96,72.8,73.4,49,Yes,0,,0,0.0,Small Business,38800.0,7.5,No,0
SHG20260,Telangana,Farmer Producer Group,11,33,42.5,48.3,151.86,3333.17,46.9,67.5,28,Yes,0,,0,0.0,Agriculture,11500.0,7.5,No,1
SHG20261,Kerala,Mixed SHG,17,28,35.6,73.6,252.31,8517.25,34.3,96.6,21,Yes,0,,0,0.0,Education,30400.0,6.7,No,1
SHG20262,Karnataka,Women SHG,8,18,43.9,74.9,26.21,299.62,63.7,94.1,12,Yes,0,,0,0.0,Small Business,61800.0,4.9,Yes,0
SHG20263,Odisha,Women SHG,14,85,39.7,82.9,159.4,13270.9,46.6,52.5,78,Yes,2,76.0,1,19638.12,Education,27400.0,6.5,No,1
SHG20264,Telangana,Mixed SHG,14,61,31.2,58.0,37.91,2502.95,43.8,83.3,43,Yes,3,87.9,0,18156.74,Home Improvement,7700.0,7.2,Yes,1
SHG20265,Karnataka,Women SHG,15,58,38.0,88.0,89.3,4978.98,89.3,82.5,36,Yes,0,,0,0.0,Small Business,23900.0,9.7,Yes,1
SHG20266,Andhra Pradesh,Women SHG,16,76,31.6,34.1,199.93,15160.99,63.0,49.8,60,Yes,1,65.5,0,11607.02,Small Business,50100.0,6.5,Yes,1
SHG20267,Tamil Nadu,Women SHG,13,22,46.3,74.7,236.23,4091.4,87.0,76.7,19,Yes,0,,0,0.0,Emergency/Consumption,11800.0,8.0,Yes,1
SHG20268,Odisha,Women SHG,16,31,46.1,70.8,113.84,4592.52,72.3,71.8,20,Yes,0,,0,0.0,Small Business,29400.0,7.2,No,1
SHG20269,Maharashtra,Women SHG,16,19,44.4,52.2,44.6,916.21,67.3,53.9,18,Yes,0,,0,0.0,Home Improvement,51100.0,5.3,No,0
SHG20270,Odisha,Women SHG,16,11,28.1,87.2,59.94,627.46,62.3,95.3,9,Yes,0,,0,0.0,Small Business,28300.0,6.9,No,1
SHG20271,Telangana,Women SHG,12,39,28.8,80.3,258.87,9227.54,48.1,68.8,26,Yes,0,,0,0.0,Agriculture,26600.0,6.5,Yes,1
SHG20272,Tamil Nadu,Mixed SHG,12,38,20.0,86.7,190.23,4642.35,77.8,82.3,29,Yes,0,,0,0.0,Agriculture,24500.0,3.6,No,1
SHG20273,West Bengal,Mixed SHG,13,14,44.1,50.9,174.34,2346.27,70.8,87.9,8,Yes,2,94.2,0,11325.55,Livestock,19500.0,7.0,Yes,1
SHG20274,Odisha,Women SHG,15,7,28.1,52.7,266.35,1474.32,71.4,83.2,5,No,1,97.8,0,9222.03,Livestock,26600.0,6.8,No,0
SHG20275,Tamil Nadu,Women SHG,17,16,34.6,61.8,108.97,1947.83,87.0,97.6,15,Yes,3,84.3,1,11464.22,Emergency/Consumption,31000.0,7.1,Yes,1
SHG20276,Karnataka,Farmer Producer Group,15,65,24.3,79.2,122.21,9430.77,79.4,97.1,52,Yes,1,52.3,0,15183.73,Education,19900.0,6.3,Yes,1
SHG20277,Uttar Pradesh,Mixed SHG,20,32,36.8,52.2,109.93,5163.94,88.5,76.9,21,Yes,4,73.7,1,25292.9,Small Business,42300.0,7.8,Yes,1
SHG20278,Bihar,Women SHG,15,15,27.7,65.4,37.54,686.92,83.0,81.1,8,Yes,0,,0,0.0,Home Improvement,64500.0,8.2,No,1
SHG20279,Andhra Pradesh,Women SHG,18,71,46.6,75.1,56.64,4159.36,59.7,70.0,58,Yes,3,77.9,2,8449.02,Small Business,96500.0,8.1,Yes,0
SHG20280,Kerala,Women SHG,14,24,35.8,59.8,74.1,2010.07,64.8,70.8,21,Yes,0,,0,0.0,Small Business,8700.0,7.6,No,1
SHG20281,Odisha,Women SHG,10,11,36.3,100.0,21.04,149.03,66.3,92.7,8,Yes,2,97.8,0,17788.48,Agriculture,15600.0,7.7,Yes,1
SHG20282,Andhra Pradesh,Farmer Producer Group,20,12,28.3,72.0,200.32,3976.56,43.0,90.6,7,Yes,1,83.6,0,5109.67,Agriculture,20300.0,5.8,Yes,1
SHG20283,Telangana,Women SHG,17,35,21.9,62.9,107.84,5245.7,64.9,75.5,19,Yes,0,,0,0.0,Livestock,43900.0,5.9,Yes,0
SHG20284,Odisha,Women SHG,10,3,29.2,84.6,33.31,59.97,89.7,75.6,3,Yes,0,,0,0.0,Agriculture,15700.0,7.4,Yes,0
SHG20285,Bihar,Women SHG,10,32,52.0,54.0,185.13,3512.53,66.9,70.1,18,Yes,0,,0,0.0,Small Business,44500.0,7.0,No,0
SHG20286,Karnataka,Farmer Producer Group,16,33,39.9,58.2,43.67,1618.17,74.9,58.9,18,Yes,1,63.5,0,4055.77,Emergency/Consumption,55800.0,6.7,No,1
SHG20287,Karnataka,Women SHG,11,24,42.6,58.3,235.16,3641.07,55.1,68.1,20,Yes,0,,0,0.0,Education,52700.0,5.3,Yes,0
SHG20288,Karnataka,Women SHG,9,14,36.9,50.7,158.95,1571.64,51.4,72.3,8,Yes,1,44.6,0,3906.41,Small Business,69600.0,8.2,Yes,0
SHG20289,Karnataka,Women SHG,13,17,34.5,31.7,25.48,371.26,85.2,73.9,14,Yes,0,,0,0.0,Emergency/Consumption,41600.0,8.0,No,0
SHG20290,Maharashtra,Women SHG,12,23,34.7,52.9,59.27,1145.41,67.3,79.4,14,No,1,43.4,1,27020.44,Home Improvement,9800.0,5.9,Yes,0
SHG20291,Maharashtra,Women SHG,14,14,28.6,66.3,117.45,1784.06,75.6,61.6,7,Yes,2,72.7,1,16113.48,Small Business,34800.0,8.0,Yes,1
SHG20292,Odisha,Women SHG,12,13,28.8,100.0,31.13,351.98,78.9,65.1,11,Yes,1,74.9,1,10825.07,Small Business,32900.0,5.1,No,1
SHG20293,Maharashtra,Women SHG,12,25,34.6,61.6,166.86,3314.0,83.8,90.4,19,Yes,1,83.9,2,16381.54,Agriculture,22000.0,7.9,No,0
SHG20294,Maharashtra,Women SHG,13,28,33.4,59.8,61.1,1638.99,51.7,87.4,23,Yes,2,64.2,0,8464.13,Home Improvement,14000.0,5.5,No,1
SHG20295,Bihar,Women SHG,18,60,31.8,54.6,36.7,2296.98,62.2,75.8,49,Yes,1,81.4,0,4930.16,Agriculture,59800.0,8.9,Yes,1
SHG20296,Bihar,Mixed SHG,8,34,44.0,52.4,115.87,1842.58,80.2,76.9,30,Yes,1,48.4,0,23930.13,Livestock,60600.0,4.2,Yes,1
SHG20297,Karnataka,Women SHG,11,9,45.9,45.3,72.05,409.6,56.6,72.0,8,Yes,0,,0,0.0,Small Business,49100.0,5.3,Yes,1
SHG20298,Kerala,Women SHG,12,107,41.0,47.5,232.22,17513.47,39.4,73.8,88,Yes,4,91.9,0,21982.42,Education,13400.0,9.2,No,1
SHG20299,Tamil Nadu,Women SHG,14,56,48.4,68.7,52.19,3150.16,82.4,57.6,39,Yes,0,,0,0.0,Education,17900.0,9.1,Yes,1
SHG20300,Bihar,Women SHG,12,8,39.3,78.2,170.82,1024.0,31.9,86.9,4,Yes,0,,0,0.0,Home Improvement,28500.0,8.7,Yes,1
SHG20301,Karnataka,Women SHG,9,14,26.5,67.7,76.43,772.66,55.1,67.8,12,Yes,1,80.0,0,50739.89,Agriculture,23500.0,7.4,No,0
SHG20302,Uttar Pradesh,Farmer Producer Group,8,20,32.8,63.6,87.78,1160.65,78.2,74.2,18,Yes,0,,0,0.0,Education,18400.0,6.8,No,1
SHG20303,Telangana,Women SHG,15,43,54.8,39.7,257.35,11470.4,46.8,75.2,31,No,0,,0,0.0,Agriculture,103700.0,4.8,No,0
SHG20304,West Bengal,Women SHG,12,12,24.8,45.4,168.93,1368.51,66.0,88.0,10,Yes,1,97.9,1,20055.56,Education,24800.0,7.3,No,1
SHG20305,Bihar,Women SHG,13,18,47.2,60.8,99.08,1795.07,61.8,42.2,10,Yes,1,69.6,0,10677.53,Agriculture,28000.0,6.9,No,1
SHG20306,Uttar Pradesh,Women SHG,13,68,22.4,50.2,303.22,15295.91,80.6,92.6,42,Yes,2,71.6,0,17366.96,Agriculture,10700.0,5.2,No,0
SHG20307,Tamil Nadu,Farmer Producer Group,10,44,34.9,54.7,308.38,7239.32,66.4,53.1,29,Yes,1,49.4,0,46716.47,Education,23300.0,10.0,Yes,1
SHG20308,Karnataka,Women SHG,15,15,39.0,61.7,130.46,2322.35,45.9,58.2,10,No,1,51.1,0,43510.09,Small Business,22500.0,5.6,Yes,1
SHG20309,Karnataka,Women SHG,13,16,22.2,73.4,130.39,1622.96,55.7,86.2,8,Yes,1,79.3,2,31260.34,Emergency/Consumption,29000.0,9.0,Yes,0
SHG20310,Maharashtra,Women SHG,12,15,51.4,45.3,33.89,416.09,51.6,81.4,10,Yes,0,,0,0.0,Agriculture,24900.0,6.5,Yes,0
SHG20311,Uttar Pradesh,Women SHG,16,13,26.1,57.7,166.86,2387.81,83.6,93.6,7,Yes,2,93.5,1,22359.34,Home Improvement,39800.0,8.0,Yes,1
SHG20312,Maharashtra,Women SHG,20,22,34.0,98.9,138.7,3859.28,75.5,95.8,12,No,2,64.7,1,10764.36,Livestock,45200.0,7.2,Yes,1
SHG20313,Uttar Pradesh,Women SHG,16,17,34.6,60.0,96.29,1313.23,69.8,59.2,10,Yes,2,76.6,0,18798.53,Livestock,14000.0,5.8,Yes,1
SHG20314,Bihar,Women SHG,9,24,33.2,45.0,61.2,932.81,65.6,80.3,22,Yes,1,56.3,0,13200.64,Home Improvement,48100.0,6.8,Yes,0
SHG20315,Bihar,Women SHG,12,26,46.8,43.8,20.0,322.37,85.0,69.6,15,Yes,2,80.8,0,17447.76,Small Business,18400.0,7.7,Yes,1
SHG20316,Telangana,Women SHG,13,20,35.1,51.0,206.42,3714.78,85.1,65.9,16,Yes,1,85.1,0,8866.57,Livestock,60400.0,6.7,No,1
